name,level,province,city,address,heat,introduction,price,sales,image,info,comment
苏州上方山国家森林公园,4A景区,江苏省,苏州市,苏州市虎丘区吴越路47号,0,苏州近郊的赏花胜地,40,1138,https://imgs.qunarzz.com/sight/p0/2006/11/11e87ff5a58f1cf5a3.water.jpg_280x200_e98fb13e.jpg,1/1-12/31；周一至周日；07:30-17:00开园；（16:30停止入园）,带孩子去的，结果买成了植物园的票，从植物园逛到动物园补了票，动物很多，孩子很开心！大人累坏了😅，发一些自己拍的动物摆拍😂
西塘古镇,5A景区,浙江省,嘉兴市,嘉兴市嘉善县西塘镇南苑路258号,0.84,阿汤哥《碟中谍》取景地,85,978,https://imgs.qunarzz.com/sight/p0/1607/21/2142167d4b1bfa84b4.water.jpg_280x200_32c6f5cb.jpg,1/1-12/31；周一至周日；全天开放,导游服务态度很好，东栅那讲解也挺不错，就是中午到的饭店推荐的菜式，实在是，午饭最终是靠辣椒酱吃完的。没有带往购物点。
千佛山风景区,4A景区,山东省,济南市,济南市历下区经十一路18号,0.86,山顶可俯瞰济南市区全景,28,1164,https://imgs.qunarzz.com/sight/p0/1505/da/da7c46e2eef8714e.water.jpg_280x200_9356eb70.jpg,1/1-12/31；周一至周日；06:30-18:00开园,一来到济南耳边就回想起老舍的那一句千佛山、大明湖、趵突泉，不由自主的首先来到了千佛山，环境挺幽雅的佛家气息挺浓的，山不高，台阶挺多的，周围各种各样的佛像，7月底去登山有点热，济南的气候闷热，还没到山顶就已经大汗淋漓了，山顶可以俯瞰济南全城，真是美不胜收呀！建议伙伴们还是天凉点去吧
深圳野生动物园,4A景区,广东省,深圳市,深圳市南山区西丽湖路4086号（西丽湖东侧）,0,观赏世界各地珍禽名兽,197,1566,https://imgs.qunarzz.com/sight/p0/1508/2e/d9363ce50a88c8c5ff5a138c67687cd4.water.jpg_280x200_28b3fac9.jpg,1/1-5/11；周一至周日；09:30-18:00开园,很不错，人特别多，门票价格有点贵！
苏州上方山国家森林公园,4A景区,江苏省,苏州市,苏州市虎丘区吴越路47号,0,苏州近郊的赏花胜地,40,1054,https://imgs.qunarzz.com/sight/p0/2006/11/11e87ff5a58f1cf5a3.water.jpg_280x200_e98fb13e.jpg,1/1-12/31；周一至周日；07:30-17:00开园；（16:30停止入园）,带孩子去的，结果买成了植物园的票，从植物园逛到动物园补了票，动物很多，孩子很开心！大人累坏了😅，发一些自己拍的动物摆拍😂
望天树景区,4A景区,云南省,西双版纳市,西双版纳傣族自治州景洪市勐腊县,0.82,体验惊险刺激的空中走廊,95,1956,https://imgs.qunarzz.com/sight/p0/1804/a2/a22e82ebc52e6553a3.img.jpg_280x200_3df72b10.jpg,1/1-12/31；周一至周日；08:30-18:00开园,导游服务态度好，讲解细致有耐心，节奏把握很好，全程非常照顾游客。望天树景区景色优美，空气清新，植被覆盖率高，是国内为数不多的热带雨林气候森林。这趟旅程领略到了云南的自然和人文风光，非常棒！景区饭也很好吃！
杭州宋城,4A景区,浙江省,杭州市,杭州市西湖区之江路148号,0,看《宋城千古情》演出,310,1512,https://imgs.qunarzz.com/sight/p0/2108/c8/c88e9e7fee5b3a74a3.water.jpg_280x200_bd84e93f.jpg,开园时间9:30 - 闭园时间为最后一场演出结束后30分钟。,导游讲解的很好，服务态度很好
亚特兰蒂斯水世界,暂未评级,海南省,三亚市,三亚市海棠区海棠北路与风塘路交叉路口往东约200米,0,挑战海神之跃滑道,197,2595,https://imgs.qunarzz.com/sight/p0/1907/92/92572ec6bd572491a3.img.jpg_280x200_f2dbc474.jpg,01/16-04/27；周一至周日；10:00-21:00开园；（20:00停止入园）,第一次来三亚蜈支洲岛玩，导游龚香讲解的特别仔细，特别辛苦也特别负责任，跑前跑后给大家节省了很多时间，我们一行人玩得很开心，体验感棒棒的，不虚此行 。
居庸关长城,4A景区,北京省,北京市,北京市昌平区南口镇居庸关村,0.72,仰望天下第一雄关匾额,40,1316,https://imgs.qunarzz.com/sight/p0/201403/07/a8b6e52a35945520030dc6628984fb5d.jpg_280x200_4184f58e.jpg,1/1-12/31；周一至周日；08:30-16:30开园；（16:00停止入园）,用户未点评，系统默认好评。
漫花庄园,暂未评级,四川省,成都市,成都市新都区蜀龙大道南段银杏园路口,0,踏青赏花网红打卡地,55.2,1068,https://imgs.qunarzz.com/sight/p0/1809/75/757b2fc54cfcb19ba3.img.jpg_280x200_6f8934c9.jpg,01/31-12/31；周一至周日；08:30-19:00开园；（17:30停止入园）,趁着国庆之际成都疫情有好转的情况下出来换换心情，还好这两天天公作美，看到的景色都非常难得和难忘！司机师傅非常厉害👍🏻熟练驾驭大巴在山路穿梭，非常稳！感谢导游姐姐的景区及相关历史文化讲解，非常有收获！导游姐姐非常专业且有责任心，把我们照顾的很好，点赞！
桂林两江四湖景区,5A景区,广西省,桂林市,桂林市象山区两江四湖景区文昌桥码头、象山渔人码头、日月湾码头、知音台码头,0.7,乘船环湖赏桂林城景,170,1344,https://imgs.qunarzz.com/sight/p0/1809/2f/2fdd8fb4dae74701a3.water.jpg_280x200_cd2623bd.jpg,1/1-12/31；周一至周日；全天开放,"第一次来桂林旅游,途中接站的司机师傅推荐了夜游两江四湖，据说有好几个乘船的码头，我们是在文昌桥码头，居住的酒店打车过来十几分钟，交通很方便。取票有自动柜员机也很快速，两岸的景色确实很美，导游介绍的很详细，在一些重要景点金银双塔，琉璃处都会停留让大家专门拍照，途中也会路过象鼻山，比较可惜的是距离较远拍不出来效果！另外不得不说，桂林人民真的很善良热情！"
雍和宫,暂未评级,北京省,北京市,北京市东城区雍和宫大街12号,0.76,生活过雍正与乾隆两位皇帝,32.4,2604,https://imgs.qunarzz.com/sight/p0/1501/e5/e5621c1bb593240c.water.jpg_280x200_597628ae.jpg,11/1-3/31；周一至周日；09:00-16:30开园,强烈推荐米游记啊红导游。讲解很细致。很照顾游客的。第二次去了。是去还愿的。求财确实最近多很多订单。还求了康复。父亲的病情也好转啦。自己去好多佛祖都不认识。每个佛祖管的都是不一样的有人讲解就好多了 以后有机会还会参加米游记得活动！
大明湖,5A景区,山东省,济南市,济南市历下区大明湖路271号,1,风光秀美的天然泉水湖公园,10,556,https://imgs.qunarzz.com/sight/201405/27/4e1c7943ceb94759c8d65eac.jpg_280x200_9fbda0f8.jpg,1/1-12/31；周一至周日；05:00-22:00开园,景色很多，冬天去的，就是天气有点冷
德天跨国瀑布,5A景区,广西省,崇左市,广西壮族自治区崇左市大新县硕龙镇德天村,1,横跨中越的瀑布群,115,1242,https://imgs.qunarzz.com/sight/p0/1501/41/41f713e3df13ba25.water.jpg_280x200_bb221617.jpg,"1/1-12/31；周一至周日；07:30-17:00,19:00-21:30开园",风景很漂亮，很有特色，只不过冬天是枯水期，水量不大，如果是夏天来的话应该会更美，水上竹排还不错，有点意思，自驾游开车到德天瀑布离游客集散中心，需要乘坐景区大巴车前往大瀑布，一路沿着河边走，风景也不错，总体来说还是挺不错的景区。
中国唐城,4A景区,湖北省,襄阳市,襄阳市襄城区向阳路十家庙村4组（习家池对面）,0,唐代建筑影视拍摄基地,80,1398,https://imgs.qunarzz.com/sight/p0/1807/f2/f27eacd19c648261a3.img.jpg_280x200_1c3640b6.jpg,1/1-12/31；日场；08:30-17:00开园；（16:00停止入园）,比较难走，里面要是有观光车就好了
老虎滩海洋公园,5A景区,辽宁省,大连市,大连市中山区滨海中路9号,0.9,欣赏极地动物表演,189.8,1382,https://imgs.qunarzz.com/sight/p0/1807/7d/7d64de6b134d10eaa3.img.jpg_280x200_71b5f148.jpg,1/1-12/31；周一至周日；08:30-16:30开园,最大优点是价格优惠。缺点就是要等人齐，才能进入。最早9点入园。进入后领取门票，然后就能自由活动了。场馆只能进出一次，不然要重新买票。鸟语林的表演不错，就是路途较远。极地馆表演精彩，但人特多，要提早半小时排队才有不错的座位。海狮表演也挺好看的。珊瑚馆珊瑚很少，主要是看鱼。
天津盘山风景名胜区,5A景区,天津省,天津市,天津市蓟县官庄镇莲花岭村,0.8,山势秀美被乾隆皇帝所喜爱,74.5,742,https://imgs.qunarzz.com/sight/p0/2005/b6/b6f4427ab902210a3.water.jpg_280x200_f71bab96.jpg,1/1-12/31；周一至周日；07:30-17:00开园,老人量力而行，山很大，最好住一宿
八仙过海景区,5A景区,山东省,烟台市,烟台市蓬莱区海滨路8号,0.72,回味古老神话传说,69.6,1088,https://imgs.qunarzz.com/sight/p0/1902/f3/f30fca301d129643a3.water.jpg_280x200_fbd0536c.jpg,1/1-12/31；周一至周日；08:00-17:00开园；（16:00停止入园）,红导必须的点赞啊，去哪网还是最棒，不管是导游还是行程完全的不用放心，正常的日程打车超级贵，跟着大巴车连午饭也不用担心，和之前的午饭吃不饱的相比这个午饭绝对牛，推荐推荐。
上海佛罗伦萨小镇,3A景区,上海省,上海市,上海市浦东卓耀路58弄,0,意式风情浓厚的购物小镇,165,82,https://imgs.qunarzz.com/sight/p0/2107/6b/6bdb80c11d732690a3.water.jpg_280x200_4cdfc1a8.jpg,1/1-12/31；周一至周四；10:00-21:00开园,用户未点评，系统默认好评。
葛仙山度假区,4A景区,江西省,上饶市,江西省上饶市铅山县葛仙山镇永杨路,0.7,道家仙境，融合道家的文化,89.5,1048,https://imgs.qunarzz.com/sight/p0/2206/ca/cac1d6fb4be56f2aa3.img.jpg_280x200_940962f4.jpg,1/1-12/31；周一至周日；全天开放,感觉还是有点过度包装了，其实比较一般，白天没什么好看的，就是看看山水这样，缆车有时间限制，到景区里正好两点多了，下午只剩3-4点的缆车了，就是最迟四点得下来就没上山祈福，在景区里走一走，然后就到晚上看灯光夜景还有一些表演，如果说山水的话我两个月前刚去的武夷山，如果说夜景和表演的话前一个月刚去的闽越水镇，自然都不如这俩，所以在我看来比较一般，就是在葛仙村穿汉服拍拍照还是不错的，还有如果上山了可以祈福和一览众山小会更好点，所以总体来说不要期望太大，其实有点一般
崂山,5A景区,山东省,青岛市,青岛市崂山区崂山风景区,0.82,在道教名山欣赏红叶晚霞,30,1212,https://imgs.qunarzz.com/sight/p0/1803/8a/8a751e326051511ba3.img.jpg_280x200_5a14569d.jpg,1/1-12/31；周一至周日；07:00-16:30开园,第一次来青岛玩，民宿老板娘推荐应该去崂山玩，让后我就在网上选择了评价比较好的一家旅行社。导游提前一天晚上联系了我们，并提前告诉一些注意事项。上午去了仰口景区看自然景观，下午去了有着2000多年历史道家圣地崂山太清宫全真教。导游小李给大家伙讲了全真教和正一教的区别。对了还有崂山道士穿墙术[呲牙][呲牙][呲牙][呲牙]行程结束送给大家伙比脸都大的馒头好客山东果然不是吹得。这趟崂山一日游非常开心，在这里特别谢谢小李导游热情的服务和激情的讲解，棒棒滴。强烈推荐强烈推荐
金沙遗址博物馆,4A景区,四川省,成都市,成都市青羊区金沙遗址路2号成都金沙遗址博物馆,0.7,欣赏神秘的太阳神鸟,66,1434,https://imgs.qunarzz.com/sight/p0/1511/21/211a7e5de696c41390.water.jpg_280x200_9f349af6.jpg,01/01-01/18；周一至周日；09:00-18:00开园,袁老师的讲解先整体介绍，再根据展厅的文物陈列深入浅出，不像死记硬背的固有说辞，倒像是让文物有了温度，他的讲解是带着自己的感悟讲的，语言细腻而不枯燥。我们今天重新站在几千年前先人触碰过的土地上感受着当时的中华文化，不管是居住还是祭祀，都仿佛和古人取得了某种关联，让人不自觉地叫一声“袁老师”，很难忘的博物馆体验，谢谢袁老师~~
锦门,4A景区,四川省,成都市,成都市新都区南桥街,0,南方丝绸之路的起点,9,59,https://imgs.qunarzz.com/sight/p0/1704/e3/e3046e0256965918a3.img.jpg_280x200_46ce6e76.jpg,1/1-12/31；周一至周日；全天开放,没啥好玩的，尤其是儿童乐园，就几个项目，管理差，小火车插队的多，喷水车6个车厢坏了4个，排队半小时多。性价比超低
海南热带野生动植物园,4A景区,海南省,海口市,海口市秀英区东山镇（海榆中线27公里处）,0.72,热带丛林中与动物亲密接触,138.8,1426,https://imgs.qunarzz.com/sight/p0/1901/9a/9aeb8ecfaab0ecf5a3.img.jpg_280x200_6d268142.jpg,1/1-12/31；周一至周五；09:30-17:30开园；（17:30停止入园）,很满意的一次游玩体验，就是时间太长，我们从早上九点十分入园，到下午两点半才体验完这次游玩。一个字累，不过还是蛮值得的！
珍宝馆,暂未评级,北京省,北京市,故宫博物院宁寿宫内,0,乾隆慈禧曾居住在这,108,2418,https://imgs.qunarzz.com/sight/p0/201403/17/d5ea86f63081114ffaa788142c49c1d8.jpg_280x200_23149e08.jpg,4/1-10/31；周二至周日；08:30-17:00开园；（16:10停止入园）,好玩 耐心 推荐。。。。
景德镇古窑民俗博览区,5A景区,江西省,景德镇市,景德镇市瓷都大道古窑路1号,0,造访四朝古窑,83,890,https://imgs.qunarzz.com/sight/p0/1610/96/96dd898b88f35cc0a3.water.jpg_280x200_2b0896df.jpg,1/1-12/31；周一至周日；08:00-17:00开园,古窑民俗值得来一趟，自然环境很好，很多瓷器都与大地融合，很有感觉。制作过程与工艺也可以多了解，日用的盘子碗也不贵。
青岛啤酒博物馆,4A景区,山东省,青岛市,青岛市市北区登州路56号青岛啤酒博物馆,0.72,解密青岛啤酒生产过程,57.8,1380,https://imgs.qunarzz.com/sight/p0/1603/c8/c8795fe9072bdfa990.img.jpg_280x200_1e3b65d8.jpg,1/1-12/31；周一至周日；08:30-16:30开园,青岛处处都是咖啡店，很小资。特别喜欢小鱼山公园，俯瞰周边很像欧洲的小镇，很有特色，并且不高不用爬山[坏笑]，导游热情司机也很健谈
武汉东湖风景区,5A景区,湖北省,武汉市,武汉市武昌区沿湖大道16号,0,湖边漫步赏迷人湖景,28,610,https://imgs.qunarzz.com/sight/p0/1603/56/56758da4c81e45d990.img.png_280x200_ffba5df9.png,1/1-12/31；周一至周日；全天开放,武汉市区的5A景区，不用门票，除了特定景区，风景不错。
漓江风景区,5A景区,广西省,桂林市,桂林市灵川县（起于磨盘山客运港（竹江客运港），止于龙头山码头（水东门码头））,1,甲天下的山水风光,243,980,https://imgs.qunarzz.com/sight/p57/201211/08/c42f2e7088a8a11093835fbb.jpg_280x200_360b16d1.jpg,1/1-12/31；周一至周日；全天开放,还可以，特别爬的这个山很舒服
鸣沙山月牙泉,5A景区,甘肃省,酒泉市,酒泉市敦煌市南6公里,0.86,沙漠与清泉共存,110,1022,https://imgs.qunarzz.com/sight/p0/1504/9a/9a4c36bc6b2ba42f.water.jpg_280x200_1bbf04f1.jpg,03/10-04/19；周一至周日；07:00-19:00开园,这次东线行程推荐的合理并且很愉快，鸣沙山月牙泉，景色宜人，气温宜人，景色好得没话说，而且景区的服务也很不错，总体超赞，在鸣沙山月牙泉，玩的很尽兴。十分专业，感受到了温暖，体会了莫高窟的千年底蕴，游玩性价比比较高，体验很棒服务很好，感谢这次相遇，推荐天佑旅行社服务性价比很高，让人很安心，旅途愉快。特别推荐大家去玩，有机会一定要去体验！
宝泉,4A景区,河南省,新乡市,新乡市辉县市薄壁镇西沈庄村北宝下路,0,游览避暑的人间仙境,99.1,1236,https://imgs.qunarzz.com/sight/p0/1708/4b/4ba97c423194bb04a3.img.jpg_280x200_1a742773.jpg,1/1-12/31；周一至周日；08:00-22:00开园,用户未点评，系统默认好评。
国家牡丹园,暂未评级,河南省,洛阳市,洛阳市老城区邙山镇中沟西国家牡丹园,0.72,镇园之宝隋朝千年牡丹王,26.9,972,https://imgs.qunarzz.com/sight/p0/1903/ea/ea6a5eee1c1555bda3.img.jpg_280x200_1ca99cdb.jpg,1/1-12/31；周一至周五；08:30-18:00开园,买票非常方便快捷，网上直接付钱，入园直接二维码也非常方便，正直春节后人员也算不多，内部一般，好几个楼层还不开，电梯简直了吐槽
万岁山•大宋武侠城,4A景区,河南省,开封市,河南省开封市龙亭区东京大道中段(开封市委党校对面),0,宋朝武侠风主题游览区,55,1174,https://imgs.qunarzz.com/sight/p0/1410/23/65971ac7d939d644b41156f85db96b0e.jpg_280x200_3c0c479e.jpg,04/02-12/31；周一至周日；08:00-22:00开园；（21:00停止入园）,性价比非常高，值得一去，特别是晚上的打铁花，就是时间安排得有点晚，晚上 9点半才开始。
鲜花港,4A景区,上海省,上海市,上海市浦东新区东海农场振东路2号,0.7,沪上赏花好去处,89,290,https://imgs.qunarzz.com/sight/p0/1606/f9/f9d50e81197db37290.img.jpg_280x200_62ea82d0.jpg,1/1-12/31；周一至周日；08:00-17:00开园,很不错的郁金香展，带娃好去处
黄龙景区,5A景区,四川省,阿坝藏族羌族自治州市,阿坝藏族羌族自治州松潘县平松路附近,0.74,保护完好的高原湿地,140,1140,https://imgs.qunarzz.com/sight/p0/201301/08/e338282fd4401af393835fbb.jpg_280x200_b1e8f878.jpg,04/01-10/31；周一至周日；08:00-18:00开园；（16:00停止入园）,去川西不能错过“人间瑶池”黄龙五彩池，大自然打翻的调色盘，人间天堂九寨沟，“五岳归来不看山，九寨归来不看水”一个不去会后悔的地方，去了发现原来九寨沟的蓝真的不用P的！导游段导，人非常热情，给我们讲解也很实在，两位司机师傅开车特别稳，也很有耐心，值得推荐！
织金洞,5A景区,贵州省,毕节市,毕节市织金县官寨乡织金洞景区,1,天然宏大的岩溶景观,118,1026,https://imgs.qunarzz.com/sight/p0/1608/4b/4bad87ab23f2342a3.img.jpg_280x200_e00adfdb.jpg,3/1-10/31；周一至周日；08:30-17:00开园；（17:00停止入园）,千万千万不要上网买，去现场买才85元，网上买了不能退，被骗了。织金洞还是值得去看看的，在洞里面好凉快，最好多带件外套🧥进洞。最后一张图是现场买的价格。
锦绣中华民俗村,5A景区,广东省,深圳市,深圳市南山区华侨城深南大道9003号,0.74,中国名胜缩影与民俗表演,210,1056,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0105h120008jcqfxu48B9.jpg_280x200_9ff507eb.jpg,1/1-12/31；周一至周日；09:30-21:00开园；（20:00停止入园）,锦绣中华民宿文化村景观不错，园区可以分成两个部分，一半是微缩版中国各地著名景观，另一半是56个民族景观，再加上一些演出。大漠传奇要另外买票，好像一个人30，演员演的比较卖力，整体也算流畅。但个人感觉也不属于必看项目。让我最意外的是镜子迷宫，第一次尝鲜，确实很好玩。里面很大，够看一天的。
锁阳城,4A景区,甘肃省,酒泉市,酒泉市瓜州县桥子乡南坝村,0.7,曾是汉代敦煌郡冥安县治所,45,244,https://imgs.qunarzz.com/sight/p0/1504/b0/b0f7162724528e0a.water.jpg_280x200_49b696d9.jpg,1/1-12/31；周一至周日；08:00-19:00开园,晨光旅游到处都可以看到线下店铺、接站接机的大巴等，真的是个大旅行社。行程派的司机责任心强、服务周到、懂礼貌、驾驶技术娴熟、有时间观念的旅游从业者，他的服务给我的敦煌之行留下了深刻的印象和良好的旅行体验。总体超赞服务周到，服务态度和蔼，车技平稳，车内环境干净整洁。点赞!
顾村公园,4A景区,上海省,上海市,上海市宝山区顾村镇沪太路4788号环岛路1号(近沪太路),0,市郊花木茂盛的休闲公园,49.9,696,https://imgs.qunarzz.com/sight/p0/2005/11/117d8a884649dc11a3.water.jpg_280x200_73aca5fa.jpg,1/1-12/31；周一至周日；06:00-18:00开园；（16:30停止入园）,用户未点评，系统默认好评。
武隆天坑地缝国家地质公园,5A景区,重庆省,重庆市,重庆市武隆区银杏大道32号,0,窥探大自然的神奇,100,702,https://imgs.qunarzz.com/sight/p0/1505/be/be4802e10f3b3107.water.jpg_280x200_cb85edb7.jpg,1/1-12/31；周一至周日；08:00-16:30开园,陈师傅态度很好，热心为我们讲解附近景点游玩攻略，早上准时来酒店接了我们，全程高速，节约时间，上午去了三生三桥，下午到了仙女山，乌江画廊，服务很好，体验很棒，性价比高，游玩总体超赞。以后有机会还会再来。
红螺寺,4A景区,北京省,北京市,北京市怀柔区怀柔镇卢庄村北红螺东路2号,0.7,祈福胜地，也是赏秋好地方,54,958,https://imgs.qunarzz.com/sight/p0/1508/54/da591101321c62dd5907d73611518434.water.jpg_280x200_ca6f69a2.jpg,1/1-12/31；周一至周日；08:30-17:00开园；（16:00停止入园）,非常好，很舒适，导游鞠阿姨讲解到位，氛围很不错。刚好小雨，不过并不影响，反而人不太多，雨打穿林，更有一丝惬意，红螺寺值得一来！
郑州绿博园,4A景区,河南省,郑州市,郑州市中牟县刘集镇郑开大道与人文路交会处,0,欣赏全国各地的花卉草木,18,830,https://imgs.qunarzz.com/sight/p0/1501/7f/7f95b9cb5cc9e227.water.jpg_280x200_e2995230.jpg,04/01-10/31；周一至周日；08:30-19:00开园；（18:00停止入园）,用户未点评，系统默认好评。
大足石刻,5A景区,重庆省,重庆市,重庆市大足区X406大足石刻游客中心,0.78,重庆唯一世界文化遗产,8,748,https://imgs.qunarzz.com/sight/p0/1505/f0/f02f777b58d07372.water.jpg_280x200_0a814308.jpg,1/1-12/31；周一至周日；08:30-18:00开园；（17:00停止入园）,总体还是很不错的一日游。下次还会继续选择的。接送师傅还把我送回住的地方，接送很方便。旅途快乐，值得推荐。就是有点小建议景区大足石刻的讲解员讲解太赶了，如果能再细致一些就更加完美了，因为这才是我报团的核心，有点感觉匆匆忙忙的，还没有听清楚就下一个景点了。总体很不错👍下次还会选择一日游。
太原动物园,4A景区,山西省,太原市,太原市杏花岭区东山马路2号,0.7,观赏众多珍稀动物,10,846,https://imgs.qunarzz.com/sight/p0/201312/10/6c72647370cf787d352630f3743e20ac.jpg_280x200_5ee93ce5.jpg,1/1-12/31；夏季；08:00-17:30开园,用户未点评，系统默认好评。
武陵源风景名胜区,5A景区,湖南省,张家界市,张家界市武陵源区306省道,1,三千奇峰，八百秀水,12,716,https://imgs.qunarzz.com/sight/p0/201305/24/07029867f0a9a7a7c8d65eac.jpg_280x200_ee978222.jpg,1/1-12/31；周一至周日；07:30-17:30开园,就两天时间就没去天门山，来了森林公园，雪化得差不多了第二天天气就晴了，杨家界索道还蛮长的，张家界的猴子真的很有意思，看猴子就值回票价了，羡慕张家界市民进公园免费，金鞭溪那边空气好清新，冬天溪水不多，往里走还有点冷，要不是碰到个导游指出来娃娃鱼，怎么也看不出来哈哈哈你们能找出来吗
鹤峰屏山峡谷,4A景区,湖北省,恩施市,恩施土家族苗族自治州鹤峰县容美镇屏山村,0,湖北的仙本那,80,1078,https://imgs.qunarzz.com/sight/p0/1507/50/b5db4e83897fa2a8e33cf48102f9269a.water.jpg_280x200_e994525b.jpg,03/16-10/15；周一至周日；08:00-16:00开园；（16:00停止入园）,非常好的旅行体验，价格实惠服务到位，尤其夸奖一下我们的导游鲁小蝶小姐姐!!!!全程陪伴，非常贴心，人美心善歌声甜，说话也温柔，讲解也精准有趣，拍照技术也是嘎嘎好。大家报团记得都找小蝶小姐姐，希望公司早日给小姐姐升职加薪，不要埋没人才。
广州长隆旅游度假区,5A景区,广东省,广州市,广东省广州市番禺区汉溪大道东299号,0.7,家庭出游畅玩多个主题园区,68,650,https://imgs.qunarzz.com/sight/p0/2302/8b/8bd0335627fcaaada3.water.jpg_280x200_1e9cde93.jpg,1/1-12/31；周一至周日；全天开放,比预期的差，可能是期待太高了，酒店房间环境堪忧地毯上墙上都是脏的很明显，厕所地面都是污渍印，设施一般，早餐种类很多，除了面包糕点之外，其余的很难吃，相对来说价格偏贵，比较对不起那个价格
岳阳楼,5A景区,湖南省,岳阳市,岳阳市岳阳楼区洞庭北路,1,洞庭湖畔江南名楼,70,880,https://imgs.qunarzz.com/sight/p0/1412/4c/452667b2b850fc583b64b7186b6c680a.water.jpg_280x200_8c72c155.jpg,5/1-9/30；周一至周日；07:00-18:30开园；（18:15停止入园）,春节去的，没有武汉黄鹤楼壮观
龙虎山,5A景区,江西省,鹰潭市,鹰潭市郊西南20公里处龙虎山大道1号,0.7,千古悬棺之谜,24,640,https://imgs.qunarzz.com/sight/p0/1702/db/dbc8f6cf051b3803a3.water.jpg_280x200_f888703a.jpg,1/1-12/31；周一至周日；08:00-17:30开园,暂未评价
大明宫国家遗址公园,5A景区,陕西省,西安市,西安市未央区太华南路,0.72,重现大唐的辉煌宫殿群,60,748,https://imgs.qunarzz.com/sight/p0/1412/84/f696c67a8052bb60e6fc51b0f9ba7388.water.jpg_280x200_fe9002cb.jpg,1/1-12/31；周一至周日；08:30-18:00开园,用户未点评，系统默认好评。
三孔,5A景区,山东省,济宁市,济宁市曲阜市鼓楼街18号,0.86,纪念孔子之地,10,642,https://imgs.qunarzz.com/sight/p0/1901/40/409350ae86d6decea3.water.jpg_280x200_c85ad59d.jpg,1/1-12/31；周一至周日；08:30-16:30开园,三孔先贤圣地，文化瑰宝，开阔眼界，增长见识。但，孔庙孔林导游推销太过密集，过于殷勤，其中孔林导游为了争客源争执不断，声音太大，叨扰先贤。
壶关太行八泉峡,5A景区,山西省,长治市,山西省长治市壶关县桥上乡,0.7,山势险峻，瀑布众多,45,620,https://imgs.qunarzz.com/sight/p0/1706/3f/3f84f1ac3d05cedfa3.water.jpg_280x200_c4542dbd.jpg,4/1-10/31；周一至周日；07:00-16:00开园,八泉峡真是非常不错的旅游胜地。预订了纯玩一日游，省时省力，免去了自驾的劳顿，能更好的和家人一起欣赏沿途风光。司机师傅开车平稳，尽管是盘山公路，也没有头晕的感觉；导游小秦讲解细致耐心，进门前的各种手续，办理的井然有序。全程观光车，空中电梯，索道，非常适合带着老人孩子旅游的人群，欣赏美景的同时，也能避免体力的过度消耗。不错的出游体验～
秦岭商洛江山景区,4A景区,陕西省,商洛市,商洛市商州区腰市镇沪陕高速腰市出口北行9公里,0,白石岩史前文化走廊,59,44,https://imgs.qunarzz.com/sight/p0/2205/55/55b3fdc9bc8425b3a3.water.jpg_280x200_10d53d8c.jpg,02/22-12/31；周一至周日；08:30-16:00开园；（16:00停止入园）,用户未点评，系统默认好评。
大唐不夜城,暂未评级,陕西省,西安市,西安市雁塔区慈恩路46号,0,充满了唐风元素,56.2,2495,https://imgs.qunarzz.com/sight/p0/201304/09/b1f87ed8b8febfe7c8d65eac.jpg_280x200_80279fa6.jpg,1/1-12/31；周一至周日；全天开放,因为早上八点火车才到的西安，想赶着第一天玩华清池和兵马俑，就订了一个十点的晚出发团，正好从火车站到酒店安顿好后就直接掐着正好的九点一刻来酒店接了，车号2672，陈旭导游也非常认真幽默，一路上给我们介绍了西安的明城墙和今天景点的历史背景，很详细也很专业。早上华清池推荐的额外的西安事变演出也很值票价，中午的饺子宴也口味不错，下午兵马俑专业的讲解员也很热情负责么。期待晚上长恨歌的精彩演出！
梧桐花谷,4A景区,安徽省,铜陵市,铜陵市义安区钟鸣镇水村,0,赏花,23,46,https://imgs.qunarzz.com/sight/p0/1707/b5/b5bffa7b40e15d52a3.water.jpg_280x200_c9e83f66.jpg,1/1-12/31；周一至周日；全天开放,用户未点评，系统默认好评。
黄浦江游览（十六铺码头）,暂未评级,上海省,上海市,上海市中山东二路551号十六铺游船二区码头,0,乘船尽览黄浦江畔迷人风光,93,2327,https://imgs.qunarzz.com/sight/p0/1803/26/2645c1b2ee526285a3.water.jpg_280x200_1e3b59d5.jpg,1/1-12/31；周一至周日；11:00-22:00开园,导游小贾服务一流，讲解扎实。从263讲到259，再从98讲到78，陈列馆讲了一个多小时。全程陪同，把上海的历史文化习俗讲的很透彻，对上海有一个清晰的认识。。特别优秀。旅行社有如此优秀的导游，强烈建议给导游发奖金！
本溪水洞,5A景区,辽宁省,本溪市,本溪市26公里的东部山区太子河畔,1,泛舟游览地下河,15,514,https://imgs.qunarzz.com/sight/p0/1412/3a/33a23179493dd76da500598d3c90c032.water.jpg_280x200_9a3c0cd0.jpg,1/1-12/31；周一至周日；09:00-17:00开园,感觉挺好的，玩的舒心。就是硅化木王国没玩着不知道位置，别人也很多人没玩到你们要是去玩博物馆出来好像出景区坐车才到挺远的没在水洞景区里面。希望你们记得玩都包含票里的
